0.962856781,-0.496291554,-0.171789137,6.533765547,-1.026825935,2.964932605,1.45025411
-0.520276178,-0.439589497,-1.43831297,0.162004119,0.825869245,2.100463489,1.284389434
-0.528715579,-0.483597064,-0.963366533,0.64814694,-0.550418603,1.66785647,1.39711751
-0.136833837,-0.283024115,0.725331912,-0.078692282,-0.474798391,1.114097253,1.320446022
-0.623750571,-0.480211866,-2.018803061,0.334041159,2.731498573,1.673646023,1.110173316
-0.584855941,-0.452283987,-1.016138359,-0.096569626,-0.368930095,1.103162717,1.181452987
-0.298650174,-0.437050599,-1.966031234,0.519378252,-0.875585512,0.913821158,1.209997102
0.0719496,-0.150155115,0.092069995,-0.144501632,0.296527765,0.370139624,1.204228157
-0.271130389,-0.294026006,0.144841821,-0.117642436,-0.92851966,0.456766784,1.050355016
-0.270029598,-0.292333408,0.144841821,-0.121615179,0.1301633,0.389330064,0.825505545
1.693048416,1.064284472,1.569681134,-0.345643333,-0.837775406,0.183156343,0.986210691
1.302634396,0.466797121,1.094734696,-0.232074704,-0.436988286,0.08580693,1.115865742
4.046540449,4.666134561,2.466802183,-0.488921169,0.893927435,0.118506329,0.997901617
2.371502854,2.642632784,1.516909308,-0.462407428,-0.346244032,0.025232762,0.984464431
-0.157381943,-0.399813427,-0.541191922,0.224013454,0.515826378,0.972573547,0.815334057
-0.601734742,-0.34226507,-0.27733279,-0.494362099,1.876990184,0.506730631,0.320090239
-0.56834407,-0.321107586,0.355929127,-0.309543191,2.663440383,0.467809392,0.159994508
-0.703374482,-0.39558193,-0.224560963,-0.309111371,2.716374531,0.263569382,0.04969316
-0.687229542,-0.396428229,-0.699507401,-0.30367044,-0.376492116,0.108644789,0.690915054
-0.227465663,-0.423509809,-0.27733279,0.460650748,-0.036201165,0.489790397,0.5850955
-0.252416935,-0.393043032,-0.171789137,0.172626888,0.357023934,0.003359828,0.186409771
0.359256158,-0.151847713,0.144841821,-0.044664876,1.014919774,-0.156497464,0.640284434
1.771938467,0.669908968,1.569681134,-0.228533781,-0.187441588,-0.078014276,0.236816301
-0.328738473,-0.288101911,-0.066245484,-0.173692656,-0.474798391,-0.251700882,0.12803439
-0.470740565,-0.256788834,1.147506523,-0.345729697,-1.057074019,-0.145883283,-0.046941447
-0.035561027,-0.075680771,0.514244606,-0.272752137,0.59144659,-0.139341087,-0.077759253
2.248214217,3.372142835,0.883647391,-0.50653942,-1.102446146,-0.268641116,-0.142133134
1.030005057,0.00302507,0.514244606,0.054480969,0.236031596,-0.266711265,-0.234212159
-0.494591045,-0.241555446,-0.330104616,-0.352293359,-0.323557968,-0.269069543,-0.056656557
-0.642464024,-0.38204114,-1.016138359,-0.262993007,-1.140256252,-0.446295496,-0.238464399
-0.781897603,-0.415893115,-0.330104616,-0.36818433,0.213345533,0.04678148,-0.492388149
-0.737865947,-0.466671077,-0.646735575,-0.091733243,-0.414302222,0.034665874,-0.816982155
-0.289476913,-0.326185382,0.408700953,-0.065564958,-0.815089343,-0.2781823,-0.575282228
0.048832981,-0.271175924,0.725331912,0.061303723,1.052729879,-0.380572484,-0.978523538
-0.481748479,-0.360037357,-0.646735575,-0.143119809,0.599008611,-0.461842377,-1.248538025
-0.716583979,-0.400659726,-0.963366533,-0.312911386,-0.172317546,-0.508158806,-0.404635149
-0.634391554,-0.114610541,-0.013473658,-0.510166707,0.5233884,-0.402229274,-0.545677785
-0.488720158,-0.348189166,-0.646735575,-0.180860866,1.082977964,-0.594677894,-0.894716703
-0.727224963,-0.467517376,-1.43831297,-0.057533108,-0.285747863,-0.703502202,-0.685657362
0.884700591,0.311078038,1.358593828,-0.251852055,-0.580666687,-0.685488971,-1.536392243
-0.686862611,-0.266098127,-0.013473658,-0.460248329,-0.951205723,-0.823261046,-1.568959042
-0.492389462,-0.272868522,-0.805051054,-0.314293209,-0.39917818,-1.018067944,-1.68517964
-0.341581039,-0.350728064,0.144841821,-0.042937596,-0.39917818,-1.000699283,-1.447956042
-0.566509417,-0.398967127,-0.27733279,-0.230606516,-0.46723637,-0.827653388,-1.209975458
-0.589626037,-0.433665401,-0.382876443,-0.084305941,-0.701659026,-1.339816592,-1.261518834
-0.392584375,-0.403198624,-0.752279227,0.109926641,-1.079760083,-1.47522653,-1.498133017
-0.459732651,-0.02321021,2.572345835,-0.474066565,-1.510795288,-3.539310437,-2.284346446