5320,69,-2.3,"83,424",61.5,146506.8648,7316.912861,0.002254703,121776637.5,0.061297117,0.962856781,-0.496291554,-0.171789137,6.533765547,-1.026825935,,43.06417,141.34694,1.255521529,0.599203112,1.144375737,0.39632571
1278,136,-4.7,"9,646",64.5625,42776.2265,5740.486877,0.158053707,74866.75299,0.039652355,-0.520276178,-0.439589497,-1.43831297,0.162004119,0.825869245,,40.82444,140.74,0.630122208,0.469979915,0.810716389,0.350998181
1255,84,-3.8,"15,275",62.2875,44175.22831,6947.385926,0.070905676,1198350.428,0.01761297,-0.528715579,-0.483597064,-0.963366533,0.64814694,-0.550418603,,39.70361,141.1525,0.397293867,0.556098498,0.643742955,0.38180453
2323,321,-0.6,"6,859",62.4125,2958.840806,2379.583753,0.040194947,17664.49269,0.01310584,-0.136833837,-0.283024115,0.725331912,-0.078692282,-0.474798391,,38.26889,140.87194,0.177272235,0.496737738,0.43000838,0.360851732
996,88,-5.8,"11,638",67.7125,61483.20522,6850.462431,0.311376477,318300.1545,0.433758851,-0.623750571,-0.480211866,-2.018803061,0.334041159,2.731498573,,39.71861,140.1025,0.40005687,0.351129581,0.645977551,0.303388368
1102,121,-3.9,"6,652",62.5875,54054.56783,6076.822323,0.078886663,26602.22606,0.00791288,-0.584855941,-0.452283987,-1.016138359,-0.096569626,-0.368930095,,38.24056,140.36333,0.173809562,0.397666254,0.425787974,0.322867689
1882,139,-5.7,"13,784",61.75,14094.83945,5674.368724,0.295310384,769492.5257,0.044570092,-0.298650174,-0.437050599,-1.966031234,0.519378252,-0.875585512,,37.75,140.46778,0.119266076,0.417113753,0.352707768,0.33066823
2892,478,-1.8,"6,097",63.6875,818.0716797,669.783391,0.000647641,59563.79917,0.005111838,0.0719496,-0.150155115,0.092069995,-0.144501632,0.296527765,,36.34139,140.44667,0.019567064,0.41314586,0.142862878,0.329091692
1957,308,-1.7,"6,408",61.6625,11616.91957,2568.180856,0.001602824,39478.88699,0.050122024,-0.271130389,-0.294026006,0.144841821,-0.117642436,-0.92851966,,36.56583,139.88361,0.029797755,0.314309912,0.176298384,0.287041212
1960,310,-1.7,"6,362",63.4125,11522.7815,2538.697832,0.001602824,42190.284,0.000984971,-0.270029598,-0.292333408,0.144841821,-0.121615179,0.1301633,,36.39111,139.06083,0.021648629,0.194144833,0.150269817,0.225594307
7310,1913,1,"3,768",61.8125,452974.0717,33648.79878,0.188243838,340795.03,0.040803894,1.693048416,1.064284472,1.569681134,-0.345643333,-0.837775406,,35.85694,139.64889,0.004791135,0.277092813,0.070692898,0.269511839
6246,1207,0.1,"5,083",62.475,268151.1545,6473.072209,0.091562082,153635.8245,0.01110161,1.302634396,0.466797121,1.094734696,-0.232074704,-0.436988286,,35.60472,140.12333,0.001051573,0.354739654,0.033118922,0.304943995
13724,6169,2.7,"2,109",64.675,2587631.088,646797.945,0.464907487,681890.3868,0.046456975,4.046540449,4.666134561,2.466802183,-0.488921169,0.893927435,,35.68944,139.69167,0.002005754,0.283701284,0.045739916,0.272706737
9159,3778,0.9,"2,416",62.625,888754.6615,207456.8364,0.175799293,609939.1206,0.00696965,2.371502854,2.642632784,1.516909308,-0.462407428,-0.346244032,,35.44778,139.6425,9.09335E-05,0.276112398,0.009739096,0.26903462
2267,183,-3,"10,364",64.05,3914.212467,4748.635813,0.02237693,143147.9354,0.015468688,-0.157381943,-0.399813427,-0.541191922,0.224013454,0.515826378,,37.90222,139.02361,0.135095045,0.189389987,0.375384442,0.22281464
1056,251,-2.5,"2,046",66.3,57219.59273,3480.000231,0.005876251,697151.5878,0.204819073,-0.601734742,-0.34226507,-0.27733279,-0.494362099,1.876990184,,36.69528,137.21139,0.036673202,0.029189772,0.195582942,0.087474318
1147,276,-1.3,"4,186",67.6,51045.47548,3063.058176,0.009678877,273325.0237,0.412413007,-0.56834407,-0.321107586,0.355929127,-0.309543191,2.663440383,,36.59444,136.62556,0.031255927,0.007292828,0.180560502,0.043723327
779,188,-2.4,"4,191",67.6875,78182.18531,4648.651657,0.003852711,272562.9662,0.428968787,-0.703374482,-0.39558193,-0.224560963,-0.309111371,2.716374531,,36.06528,136.22194,0.009921662,0.000703524,0.101729937,0.013580154
823,187,-3.3,"4,254",62.575,74634.25955,4668.563382,0.03738372,263052.1907,0.008240587,-0.687229542,-0.396428229,-0.699507401,-0.30367044,-0.376492116,,35.66389,138.56833,0.001685824,0.135998825,0.041933655,0.188813392
2076,155,-2.5,"13,104",63.1375,8176.478198,5328.206659,0.005876251,605313.6213,7.62E-05,-0.227465663,-0.423509809,-0.27733279,0.460650748,-0.036201165,,36.65139,138.18111,0.034262184,0.097530255,0.189044516,0.159895005
2008,191,-2.3,"9,769",63.7875,10068.65747,4589.171802,0.002254703,85006.81954,0.00741039,-0.252416935,-0.393043032,-0.171789137,0.172626888,0.357023934,,35.39111,136.72222,1.61224E-06,0.009899726,0.001296794,0.050942095
3675,476,-1.7,"7,253",64.875,20395.90735,684.9685426,0.001602824,5690.745297,0.059883865,0.359256158,-0.151847713,0.144841821,-0.044664876,1.014919774,,34.97694,138.38306,0.003497914,0.116797012,-0.060403363,0.174977047
7525,1447,1,"5,124",62.8875,496171.5524,13331.70507,0.188243838,148983.3361,0.002042576,1.771938467,0.669908968,1.569681134,-0.228533781,-0.187441588,,35.18028,136.90667,0.000869246,0.015977507,-0.030111188,0.064717201
1800,315,-2.1,"5,759",62.4125,17077.94674,2465.734953,0.000335282,86059.69414,0.01310584,-0.328738473,-0.288101911,-0.066245484,-0.173692656,-0.474798391,,34.73028,136.50861,0.009048237,0.004670239,-0.097149048,0.03498926
1413,352,0.2,"3,767",61.45,35018.52392,1958.873477,0.100602371,340965.3564,0.064961672,-0.470740565,-0.256788834,1.147506523,-0.345729697,-1.057074019,,35.00444,135.86833,0.003039524,0.000627768,-0.056306604,-0.012828169
2599,566,-1,"4,612",64.175,199.8403533,170.1473566,0.020204001,212213.5977,0.020336558,-0.035561027,-0.075680771,0.514244606,-0.272752137,0.59144659,,35.02139,135.75556,0.002773019,0.001722622,-0.053781512,-0.021250065
8823,4640,-0.3,"1,905",61.375,798748.3383,337804.9722,0.059656242,731919.609,0.070657971,2.248214217,3.372142835,0.883647391,-0.50653942,-1.102446146,,34.68639,135.52,0.010307171,0.005755414,-0.103687474,-0.038842171
5503,659,-1,"8,401",63.5875,167653.7616,0.271847279,0.020204001,8466.940861,0.003238819,1.030005057,0.00302507,0.514244606,0.054480969,0.236031596,,34.69139,135.18306,0.010159614,0.015628049,-0.102942609,-0.064005544
1348,370,-2.6,"3,691",62.6625,38656.90554,1733.356048,0.008325323,354034.6729,0.006086261,-0.494591045,-0.241555446,-0.330104616,-0.352293359,-0.323557968,,34.68528,135.83278,0.010340073,0.000914506,-0.103852834,-0.015483116
945,204,-3.9,"4,725",61.3125,65227.72265,4335.851295,0.078886663,197299.1835,0.075587733,-0.642464024,-0.38204114,-1.016138359,-0.262993007,-1.140256252,,34.22611,135.1675,0.028447199,0.01620067,-0.172256777,-0.065167597
565,164,-2.6,"3,507",63.55,96612.72944,5138.277732,0.008325323,386694.0481,0.002646144,-0.781897603,-0.415893115,-0.330104616,-0.36818433,0.213345533,,35.50361,134.23833,0.000312567,0.069071844,0.018056259,-0.134559927
685,104,-3.2,"6,708",62.5125,86037.84488,6469.576963,0.031955925,24004.37364,0.00997886,-0.737865947,-0.466671077,-0.646735575,-0.091733243,-0.414302222,,35.47222,133.05056,0.000171632,0.190156425,0.013379996,-0.223265037
1907,270,-1.2,"7,011",61.85,13242.27041,3160.698737,0.012761719,12262.54068,0.038623962,-0.289476913,-0.326185382,0.408700953,-0.065564958,-0.815089343,,34.66167,133.935,0.011052321,0.094286123,-0.107370087,-0.157213236
2829,335,-0.6,"8,480",64.9375,376.8435221,2184.521734,0.040194947,10720.38993,0.064428837,0.048832981,-0.271175924,0.725331912,0.061303723,1.052729879,,34.39639,132.45944,0.020685655,0.27278998,-0.146889651,-0.267411096
1383,230,-3.2,"6,113",64.1875,36675.43655,3850.784749,0.031955925,58430.06626,0.020859915,-0.481748479,-0.360037357,-0.646735575,-0.143119809,0.599008611,,34.18583,131.47139,0.030463659,0.444108829,-0.178257411,-0.341200705
743,182,-3.8,"4,147",62.9125,81146.31025,4768.760304,0.070905676,279305.5828,0.001726257,-0.716583979,-0.400659726,-0.963366533,-0.312911386,-0.172317546,,34.06583,134.55944,0.036880213,0.046645857,-0.196134173,-0.11057877
967,520,-2,"1,863",64.0625,63598.86616,390.2143552,1.39E-05,742439.5728,0.015925555,-0.634391554,-0.114610541,-0.013473658,-0.510166707,0.5233884,,34.34028,134.04333,0.023106909,0.084831747,-0.155248527,-0.149122928
1364,244,-3.2,"5,676",64.9875,37744.62306,3601.509964,0.031955925,93309.55064,0.068184496,-0.488720158,-0.348189166,-0.646735575,-0.180860866,1.082977964,,33.84167,132.76611,0.050507759,0.228064113,-0.229527966,-0.244508349
714,103,-4.7,"7,104",62.725,83574.18395,6493.063156,0.158053707,9442.186221,0.004746925,-0.727224963,-0.467517376,-1.43831297,-0.057533108,-0.285747863,,33.55972,133.53111,0.070684702,0.133936871,-0.27153091,-0.187376573
5107,1023,0.6,"4,854",62.2375,123687.9019,2874.701906,0.141018849,180937.2066,0.019601992,0.884700591,0.311078038,1.358593828,-0.251852055,-0.580666687,,33.60639,130.41806,0.067111269,0.672496565,-0.264578339,-0.419865559
824,341,-2,"2,441",61.625,74554.58232,2103.476917,1.39E-05,604256.4927,0.052601158,-0.686862611,-0.266098127,-0.013473658,-0.460248329,-0.951205723,,33.24944,130.29889,0.096798726,0.70130845,-0.31775426,-0.42876542
1354,333,-3.5,"4,131",62.5375,38313.52302,2211.877099,0.049515907,281777.8689,0.009263604,-0.492389462,-0.272868522,-0.805051054,-0.314293209,-0.39917818,,32.74472,129.87361,0.14802942,0.809055408,-0.392943924,-0.460526206
1765,241,-1.7,"7,273",62.5375,18438.3519,3654.223862,0.001602824,5259.111074,0.009263604,-0.341581039,-0.350728064,0.144841821,-0.042937596,-0.39917818,,32.78972,130.74167,0.143021618,0.597305638,-0.386240138,-0.395697698
1152,184,-2.5,"5,100",62.425,50716.45104,4728.553875,0.005876251,151698.0631,0.012691696,-0.566509417,-0.398967127,-0.27733279,-0.230606516,-0.46723637,,33.23806,131.6125,0.097834382,0.417098841,-0.319449573,-0.330662319
1089,143,-2.7,"6,794",62.0375,54939.90373,5586.806931,0.011199927,20274.64435,0.028621911,-0.589626037,-0.433665401,-0.382876443,-0.084305941,-0.701659026,,31.91111,131.42389,0.256380632,0.453391462,-0.517129325,-0.344748103
1626,179,-3.4,"9,043",61.4125,24355.69957,4829.389095,0.043237048,34470.12058,0.067779901,-0.392584375,-0.403198624,-0.752279227,0.109926641,-1.079760083,,31.56028,130.55806,0.310822135,0.639420579,-0.569393531,-0.409410071
1443,628,2.9,"2,281",60.7,33399.90916,16.00340002,0.505541258,641084.8856,0.13269594,-0.459732651,-0.02321021,2.572345835,-0.474066565,-1.510795288,,26.2125,127.68111,1.789088503,1.486653637,-1.366068483,-0.624266622
2695.914894,655.4255319,-1.974468085,7770.170213,63.19734043,7427325.312,1396213.947,3.590837483,134070967.4,2.732399842,4.046540449,4.666134561,2.572345835,6.533765547,2.731498573,,35.38240511,136.0401004,6.712624748,13.39009668,1.144375737,0.39632571
13724,6169,2.9,83424,67.7125,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.781897603,-0.496291554,-2.018803061,-0.510166707,-1.510795288,,,,,,-1.366068483,-0.624266622
565,69,-5.8,1863,60.7,,,,,,,,,,,,,,,,,